Period;Value;HS_Commodity;Trade_Flow;Indicator;Reporter_Country;Partner_Country
Aug 2021;1587849341;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Kenya;ASEAN
Feb 2021;1594927899;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;ASEAN
Aug 2020;1595002698;26 - Ores, slag and ash.;Total Imports;CIF Value (US$);DR Congo;SADC
Jan 2020;1599005274;26 - Ores, slag and ash.;Total Imports;CIF Value (US$);DR Congo;SADC
Oct 2023;1600536516;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Uganda;SADC
Jun 2022;1605501234;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Kenya;ASEAN
Sep 2024;1610947453;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Uganda;SADC
Sep 2024;1610947453;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;CIF Value (US$);Uganda;SADC
Sep 2025;1613472587;2609 - Tin ores and concentrates.;Total Exports;FOB Value (US$);Rwanda;European Union All Countries
Aug 2024;1616005169;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Uganda;SADC
Aug 2024;1616005169;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;CIF Value (US$);Uganda;SADC
Jan 2020;1630538353;2609 - Tin ores and concentrates.;Total Exports;FOB Value (US$);Rwanda;European Union All Countries
Aug 2022;1632520478;2606 - Aluminium ores and concentrates.;Total Imports;CIF Value (US$);Kenya;SADC
Dec 2023;1632860183;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);Kenya;SADC
Dec 2023;1632860183;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Exports;FOB Value (US$);Kenya;SADC
Aug 2020;1633125021;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;ASEAN
Aug 2023;1633803573;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Imports;CIF Value (US$);Uganda;SADC
Mar 2021;1637751975;26 - Ores, slag and ash.;Total Imports;CIF Value (US$);Kenya;SADC
Jul 2021;1638374362;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;ASEAN
Jan 2025;1639407195;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);Kenya;SADC
Jan 2025;1639407195;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Exports;FOB Value (US$);Kenya;SADC
Apr 2023;1639801738;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;European Union All Countries
Jan 2025;1639832388;2609 - Tin ores and concentrates.;Total Exports;FOB Value (US$);Rwanda;European Union All Countries
Jan 2025;1642241701;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);DR Congo;SADC
Jan 2025;1642241701;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Exports;FOB Value (US$);DR Congo;SADC
Jul 2022;1646382535;7109 - Base metals or silver, clad with gold, not further worked than semi-manufactured.;Total Exports;FOB Value (US$);Rwanda;SADC
Jun 2024;1646918987;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);United Republic of Tanzania;SADC
Jun 2024;1646918987;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Exports;FOB Value (US$);United Republic of Tanzania;SADC
Apr 2024;1648200909;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Uganda;SADC
Apr 2024;1648200909;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;CIF Value (US$);Uganda;SADC
Aug 2021;1648484642;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;ASEAN
Jun 2024;1653738095;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Kenya;European Union All Countries
Jun 2024;1653738095;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Imports;CIF Value (US$);Kenya;European Union All Countries
Jan 2025;1653992367;26 - Ores, slag and ash.;Total Imports;CIF Value (US$);DR Congo;SADC
Jun 2020;1657132611;2609 - Tin ores and concentrates.;Total Exports;FOB Value (US$);Rwanda;European Union All Countries
Feb 2024;1658104563;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Uganda;SADC
Feb 2024;1658104563;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;CIF Value (US$);Uganda;SADC
Dec 2022;1662600426;2603 - Copper ores and concentrates.;Total Exports;FOB Value (US$);DR Congo;SADC
Apr 2020;1664217711;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;ASEAN
Jul 2024;1664511057;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);Kenya;SADC
Jul 2024;1664511057;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Exports;FOB Value (US$);Kenya;SADC
Aug 2022;1674797697;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);DR Congo;SADC
May 2021;1689489435;2606 - Aluminium ores and concentrates.;Total Imports;CIF Value (US$);Kenya;SADC
Dec 2021;1689617811;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);DR Congo;European Union All Countries
Dec 2021;1689617811;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Exports;FOB Value (US$);DR Congo;European Union All Countries
Aug 2022;1691054441;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);Kenya;SADC
Aug 2022;1691054441;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Exports;FOB Value (US$);Kenya;SADC
Aug 2021;1691702137;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
Aug 2021;1691702137;2616 - Precious metal ores and concentrates.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
Sep 2024;1693287601;7106 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Uganda;European Union All Countries
Sep 2024;1693287601;71069200 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.- Other:-- Semi-manufactured;Total Imports;CIF Value (US$);Uganda;European Union All Countries
Aug 2021;1697303849;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;SADC
Feb 2023;1697957893;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);Kenya;SADC
Feb 2023;1697957893;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Exports;FOB Value (US$);Kenya;SADC
Dec 2021;1704230259;2616 - Precious metal ores and concentrates.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
Aug 2022;1706858231;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;CIF Value (US$);Uganda;SADC
Aug 2022;1710269491;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Uganda;SADC
Apr 2020;1710788337;2614 - Titanium ores and concentrates.;Total Exports;FOB Value (US$);Kenya;ASEAN
Apr 2023;1711697587;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
Apr 2023;1711697587;2603 - Copper ores and concentrates.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
Dec 2024;1712416922;2609 - Tin ores and concentrates.;Total Exports;FOB Value (US$);Rwanda;European Union All Countries
Jun 2024;1714957919;26 - Ores, slag and ash.;Total Imports;CIF Value (US$);Rwanda;SADC
Dec 2020;1724654852;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Uganda;SADC
Apr 2021;1724928863;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Rwanda;SADC
Apr 2021;1724928863;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;CIF Value (US$);Rwanda;SADC
Jun 2022;1727361487;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);Kenya;SADC
Jun 2022;1727361487;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Exports;FOB Value (US$);Kenya;SADC
Jan 2022;1728322179;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);Kenya;SADC
Jan 2022;1728322179;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Exports;FOB Value (US$);Kenya;SADC
Oct 2020;1728565642;7106 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);Kenya;SADC
Oct 2020;1728565642;71069100 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.- Other:-- Unwrought;Total Exports;FOB Value (US$);Kenya;SADC
Sep 2023;1731108435;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;ASEAN
Sep 2023;1731108435;2609 - Tin ores and concentrates.;Total Exports;FOB Value (US$);Rwanda;ASEAN
Sep 2022;1731753957;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;ASEAN
Feb 2020;1734478885;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;ASEAN
Feb 2022;1734648465;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
Feb 2022;1734648465;2603 - Copper ores and concentrates.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
Oct 2024;1743110598;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Uganda;SADC
Oct 2024;1743110598;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;CIF Value (US$);Uganda;SADC
Aug 2022;1743956766;2609 - Tin ores and concentrates.;Total Exports;FOB Value (US$);Rwanda;ASEAN
Mar 2023;1744545053;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);Kenya;SADC
Mar 2023;1744545053;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Exports;FOB Value (US$);Kenya;SADC
Oct 2024;1749166563;2608 - Zinc ores and concentrates.;Total Exports;FOB Value (US$);Kenya;ASEAN
Jan 2021;1758754061;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;European Union All Countries
Jun 2023;1763805931;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Uganda;SADC
Jun 2025;1774464581;2603 - Copper ores and concentrates.;Total Exports;FOB Value (US$);DR Congo;SADC
Jun 2022;1780571139;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Rwanda;European Union All Countries
Jul 2024;1781633753;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);Kenya;European Union All Countries
May 2021;1784058301;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);DR Congo;SADC
May 2021;1784058301;2603 - Copper ores and concentrates.;Total Exports;FOB Value (US$);DR Congo;SADC
Jan 2020;1786577445;7110 - Platinum, unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Rwanda;European Union All Countries
Feb 2023;1794543977;2601 - Iron ores and concentrates, including roasted iron pyrites.;Total Imports;CIF Value (US$);Kenya;SADC
Feb 2023;1794543977;26011100 - Iron ores and concentrates, including roasted iron pyrites. - Iron ores and concentrates, other than roasted iron pyrites: -- Non-agglomerated;Total Imports;CIF Value (US$);Kenya;SADC
Aug 2025;1795710405;7106 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);United Republic of Tanzania;SADC
Aug 2025;1795710405;71061000 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.- Powder;Total Exports;FOB Value (US$);United Republic of Tanzania;SADC
Dec 2021;1803069623;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);Kenya;European Union All Countries
Dec 2021;1803069623;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Exports;FOB Value (US$);Kenya;European Union All Countries
Dec 2023;1805351139;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);Uganda;SADC
Dec 2023;1805351139;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;CIF Value (US$);Uganda;SADC
Jul 2023;1806783508;2603 - Copper ores and concentrates.;Total Exports;FOB Value (US$);United Republic of Tanzania;European Union All Countries
Jul 2023;1806787508;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);United Republic of Tanzania;European Union All Countries
May 2024;1807293606;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);Kenya;SADC
May 2024;1807293606;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Exports;FOB Value (US$);Kenya;SADC
